epoch,acc,loss,val_acc,val_loss
0,0.5186440944671631,0.6959242820739746,0.46666666865348816,0.720864474773407
1,0.691525399684906,0.6120091080665588,0.46666666865348816,0.7403156161308289
2,0.7050847411155701,0.5815401077270508,0.4866666793823242,0.7220140099525452
3,0.7288135886192322,0.5484210252761841,0.5266666412353516,0.7084788680076599
4,0.7406779527664185,0.519329309463501,0.5266666412353516,0.7084248065948486
5,0.7525423765182495,0.4967711865901947,0.54666668176651,0.722023069858551
6,0.7677966356277466,0.49004578590393066,0.5266666412353516,0.7177649736404419
7,0.7728813290596008,0.4643498361110687,0.5600000023841858,0.7030082941055298
8,0.7796609997749329,0.4593857526779175,0.5666666626930237,0.6938329339027405
9,0.7881355881690979,0.4441455006599426,0.5666666626930237,0.7037767171859741
10,0.7949152588844299,0.4328678846359253,0.5666666626930237,0.6934994459152222
11,0.801694929599762,0.4310113191604614,0.5933333039283752,0.697807788848877
12,0.8220338821411133,0.4126468598842621,0.6066666841506958,0.699537456035614
13,0.81186443567276,0.40716633200645447,0.6133333444595337,0.6898373961448669
14,0.8186440467834473,0.3852866291999817,0.6733333468437195,0.6427035927772522
15,0.803389847278595,0.40208548307418823,0.7200000286102295,0.654293954372406
16,0.8220338821411133,0.3710218369960785,0.7133333086967468,0.6583593487739563
17,0.8305084705352783,0.36188146471977234,0.653333306312561,0.6325265765190125
18,0.8457627296447754,0.3492009937763214,0.5933333039283752,0.6600112318992615
19,0.8440678119659424,0.34967154264450073,0.5733333230018616,0.7134245038032532
20,0.8372881412506104,0.3472379148006439,0.5799999833106995,0.6965084671974182
21,0.8593220114707947,0.31988564133644104,0.5933333039283752,0.7464117407798767
22,0.8440678119659424,0.3272128999233246,0.5600000023841858,0.731864333152771
23,0.8457627296447754,0.3207414448261261,0.5866666436195374,0.7779006958007812
24,0.8694915175437927,0.3120343089103699,0.6133333444595337,0.8261151909828186
25,0.8559321761131287,0.3337325155735016,0.6066666841506958,0.9359424114227295
26,0.8593220114707947,0.30494099855422974,0.5799999833106995,1.066777229309082
27,0.8644067645072937,0.3035072386264801,0.5733333230018616,1.0581467151641846
28,0.8508474826812744,0.33046337962150574,0.6000000238418579,1.0116523504257202
29,0.8559321761131287,0.29675233364105225,0.5133333206176758,1.1445766687393188
30,0.8915254473686218,0.2809496819972992,0.5400000214576721,1.1197866201400757
31,0.8932203650474548,0.2644609212875366,0.5600000023841858,1.1827353239059448
32,0.8881356120109558,0.26461488008499146,0.5933333039283752,1.1714394092559814
33,0.9016948938369751,0.2654481828212738,0.5866666436195374,1.2810242176055908
34,0.8983050584793091,0.26331827044487,0.5866666436195374,1.3182709217071533
35,0.8966101408004761,0.26103171706199646,0.5799999833106995,1.2287683486938477
36,0.8864406943321228,0.2823978364467621,0.5666666626930237,1.3955117464065552
37,0.9016948938369751,0.2576987147331238,0.5666666626930237,1.4566929340362549
38,0.9305084943771362,0.21887709200382233,0.54666668176651,1.5313585996627808
39,0.9135593175888062,0.23185673356056213,0.5600000023841858,1.4911141395568848
40,0.9016948938369751,0.24681900441646576,0.5733333230018616,1.4822436571121216
41,0.9033898115158081,0.23880933225154877,0.5400000214576721,1.2617627382278442
42,0.9254237413406372,0.23497505486011505,0.5600000023841858,1.2647583484649658
43,0.9372881650924683,0.20501257479190826,0.5799999833106995,1.2546889781951904
44,0.9372881650924683,0.19112034142017365,0.5933333039283752,1.1335793733596802
45,0.9271186590194702,0.21008934080600739,0.6133333444595337,1.1752049922943115
46,0.9389830231666565,0.18928679823875427,0.6733333468437195,1.1179269552230835
47,0.9322034120559692,0.20416535437107086,0.653333306312561,1.0901271104812622
48,0.9050847291946411,0.22516417503356934,0.6200000047683716,1.0672831535339355
49,0.9152542352676392,0.21714462339878082,0.6000000238418579,1.020141839981079
50,0.9288135766983032,0.2000429332256317,0.6466666460037231,0.9479494094848633
51,0.9271186590194702,0.19550299644470215,0.6600000262260437,0.9585201144218445
52,0.9457626938819885,0.15993094444274902,0.6866666674613953,0.9673325419425964
53,0.9474576115608215,0.1805032342672348,0.6266666650772095,1.0465483665466309
54,0.9389830231666565,0.19429615139961243,0.653333306312561,1.004609227180481
55,0.9576271176338196,0.15923626720905304,0.653333306312561,0.9630574584007263
56,0.9440677762031555,0.17695043981075287,0.6800000071525574,1.0277327299118042
57,0.9338983297348022,0.18330468237400055,0.6600000262260437,1.0251301527023315
58,0.9559321999549866,0.14864657819271088,0.6666666865348816,1.0548839569091797
59,0.9474576115608215,0.17746876180171967,0.6666666865348816,1.069235920906067
60,0.9508474469184875,0.1505228579044342,0.6399999856948853,1.212020754814148
61,0.9474576115608215,0.1674850732088089,0.5600000023841858,1.4148640632629395
62,0.9457626938819885,0.17789284884929657,0.6133333444595337,1.2725811004638672
63,0.9423728585243225,0.18132594227790833,0.5133333206176758,1.434158444404602
64,0.9389830231666565,0.16136643290519714,0.5133333206176758,1.7657980918884277
65,0.9406779408454895,0.206342875957489,0.5266666412353516,1.8796323537826538
66,0.9457626938819885,0.18018357455730438,0.5066666603088379,1.8213768005371094
67,0.9457626938819885,0.1665564328432083,0.5133333206176758,1.971605658531189
68,0.9627118706703186,0.12923967838287354,0.5666666626930237,1.8548178672790527
69,0.9423728585243225,0.1569938063621521,0.5400000214576721,1.8333820104599
70,0.9728813767433167,0.12014664709568024,0.4933333396911621,1.9112968444824219
71,0.9491525292396545,0.1519472301006317,0.5600000023841858,2.094947099685669
72,0.9542372822761536,0.14075967669487,0.5400000214576721,2.152932643890381
73,0.9576271176338196,0.1347249448299408,0.5199999809265137,1.9957444667816162
74,0.9576271176338196,0.13002780079841614,0.5266666412353516,2.1711041927337646
75,0.9525423645973206,0.15507729351520538,0.5333333611488342,2.136969566345215
76,0.9576271176338196,0.13066330552101135,0.5799999833106995,2.108257293701172
77,0.9661017060279846,0.12050154060125351,0.54666668176651,1.912500023841858
78,0.9593220353126526,0.13242757320404053,0.5400000214576721,1.9900990724563599
79,0.9677966237068176,0.11981728672981262,0.5199999809265137,2.0583925247192383
80,0.9559321999549866,0.12329282611608505,0.5333333611488342,2.191148281097412
81,0.9677966237068176,0.11574550718069077,0.5199999809265137,1.976657509803772
82,0.9525423645973206,0.14375077188014984,0.5666666626930237,2.272183656692505
83,0.9559321999549866,0.12350942194461823,0.5733333230018616,2.200411558151245
84,0.9644067883491516,0.10853080451488495,0.5133333206176758,2.311843156814575
85,0.9627118706703186,0.11689869314432144,0.5199999809265137,2.500584840774536
86,0.9694915413856506,0.10473170876502991,0.5199999809265137,2.496405839920044
87,0.9711864590644836,0.09604670852422714,0.5133333206176758,2.324410915374756
88,0.9559321999549866,0.1299275904893875,0.5199999809265137,2.2808072566986084
89,0.9677966237068176,0.11360877007246017,0.5133333206176758,2.193817377090454
90,0.9745762944221497,0.110465407371521,0.5333333611488342,2.3469974994659424
91,0.9728813767433167,0.11313583701848984,0.5066666603088379,2.4374139308929443
92,0.9711864590644836,0.0988268181681633,0.5199999809265137,2.2884936332702637
93,0.9644067883491516,0.11011497676372528,0.5600000023841858,2.286003351211548
94,0.9694915413856506,0.10652758181095123,0.5333333611488342,2.313776731491089
95,0.9644067883491516,0.10536957532167435,0.54666668176651,2.0973572731018066
96,0.9576271176338196,0.11385027319192886,0.5400000214576721,2.3461754322052
97,0.9644067883491516,0.10896337777376175,0.5199999809265137,2.4730021953582764
98,0.9745762944221497,0.1067524403333664,0.4933333396911621,2.6504435539245605
99,0.9813559055328369,0.0858173742890358,0.5199999809265137,2.887258529663086
100,0.9491525292396545,0.1412111520767212,0.5066666603088379,2.801119089126587
101,0.9661017060279846,0.11482955515384674,0.5,2.6638355255126953
102,0.9677966237068176,0.10783124715089798,0.5,3.1400952339172363
103,0.9745762944221497,0.10055702179670334,0.4933333396911621,3.2488455772399902
104,0.9661017060279846,0.10744724422693253,0.5333333611488342,3.0680935382843018
105,0.9661017060279846,0.10957774519920349,0.54666668176651,2.501189708709717
106,0.9610169529914856,0.11523202061653137,0.5133333206176758,2.780648946762085
107,0.9745762944221497,0.09519769996404648,0.4866666793823242,2.7436845302581787
108,0.9711864590644836,0.09005364775657654,0.5333333611488342,2.306457042694092
109,0.9661017060279846,0.10893145948648453,0.5066666603088379,2.7314612865448
110,0.9779661297798157,0.0892290249466896,0.5266666412353516,3.3635473251342773
111,0.9796609878540039,0.09109345823526382,0.5,3.2183096408843994
112,0.9677966237068176,0.0995514988899231,0.5133333206176758,2.939133405685425
113,0.9796609878540039,0.07583366334438324,0.5066666603088379,2.70358943939209
114,0.998305082321167,0.051427412778139114,0.5066666603088379,2.7348034381866455
115,0.9728813767433167,0.07827264815568924,0.4933333396911621,2.6862175464630127
116,0.988135576248169,0.06432411074638367,0.4933333396911621,2.950995445251465
117,0.9728813767433167,0.07866770029067993,0.4933333396911621,2.8597874641418457
118,0.9779661297798157,0.07492005825042725,0.5,2.73136305809021
119,0.9796609878540039,0.07460498064756393,0.5333333611488342,2.6033899784088135
120,0.9694915413856506,0.08765330165624619,0.4866666793823242,2.997673273086548
121,0.9711864590644836,0.09070108085870743,0.5,2.876049280166626
122,0.9745762944221497,0.09169404208660126,0.5333333611488342,2.667614459991455
123,0.988135576248169,0.05333845317363739,0.5400000214576721,2.7070422172546387
124,0.9830508232116699,0.07761575281620026,0.5266666412353516,2.7504138946533203
125,0.9762712121009827,0.07758627086877823,0.5199999809265137,2.9475643634796143
126,0.9711864590644836,0.07520078122615814,0.54666668176651,2.817807912826538
127,0.9847457408905029,0.07538509368896484,0.5199999809265137,2.9659855365753174
128,0.9796609878540039,0.07149757444858551,0.54666668176651,2.768319845199585
129,0.9864406585693359,0.06665113568305969,0.5266666412353516,2.8508598804473877
130,0.9728813767433167,0.08079904317855835,0.5133333206176758,3.1855478286743164
131,0.9745762944221497,0.07561744749546051,0.5666666626930237,2.6288001537323
132,0.9762712121009827,0.09336219727993011,0.5199999809265137,3.0508944988250732
133,0.9644067883491516,0.10362433642148972,0.5199999809265137,3.0915398597717285
134,0.9694915413856506,0.08652213215827942,0.5066666603088379,3.2070624828338623
135,0.9728813767433167,0.11001404374837875,0.5133333206176758,3.175086736679077
136,0.9661017060279846,0.1101178452372551,0.5400000214576721,2.606281280517578
137,0.9661017060279846,0.1015237420797348,0.5666666626930237,2.8444721698760986
138,0.9796609878540039,0.08348348736763,0.5400000214576721,3.029437780380249
139,0.9627118706703186,0.11567005515098572,0.54666668176651,2.7459778785705566
140,0.9711864590644836,0.10489386320114136,0.5,2.931375026702881
141,0.9711864590644836,0.08879277110099792,0.5199999809265137,3.802978515625
142,0.9830508232116699,0.07582862675189972,0.5333333611488342,3.7311649322509766
143,0.9762712121009827,0.07703199237585068,0.5333333611488342,3.238800525665283
144,0.9864406585693359,0.0673084706068039,0.5600000023841858,2.828533887863159
145,0.9813559055328369,0.07337550073862076,0.5066666603088379,3.093022108078003
146,0.9847457408905029,0.0573086179792881,0.5133333206176758,3.403229236602783
147,0.9830508232116699,0.07610467821359634,0.5066666603088379,3.314525604248047
148,0.989830493927002,0.055985815823078156,0.4933333396911621,3.132126569747925
149,0.9796609878540039,0.06301437318325043,0.5199999809265137,2.8639402389526367
150,0.989830493927002,0.057678740471601486,0.5533333420753479,2.72536039352417
151,0.9728813767433167,0.08517109602689743,0.5333333611488342,2.956989288330078
152,0.996610164642334,0.03436584398150444,0.5400000214576721,2.93266224861145
153,0.991525411605835,0.04419536888599396,0.5333333611488342,3.0197205543518066
154,0.9847457408905029,0.047784727066755295,0.5133333206176758,3.069887638092041
155,0.9830508232116699,0.062453821301460266,0.5600000023841858,2.934992790222168
156,0.9864406585693359,0.05924307554960251,0.54666668176651,2.90983247756958
157,0.9779661297798157,0.07725688070058823,0.5666666626930237,3.024451494216919
158,0.9813559055328369,0.07033723592758179,0.5400000214576721,2.952695369720459
159,0.9847457408905029,0.05752050131559372,0.5400000214576721,3.341191053390503
160,0.9610169529914856,0.09704103320837021,0.5266666412353516,3.430093288421631
161,0.9779661297798157,0.06934122741222382,0.5600000023841858,3.174588680267334
162,0.9779661297798157,0.06677362322807312,0.54666668176651,3.501802921295166
163,0.9745762944221497,0.06975004822015762,0.54666668176651,3.4418106079101562
164,0.9847457408905029,0.056770071387290955,0.5533333420753479,3.162982702255249
165,0.9813559055328369,0.0582011416554451,0.5333333611488342,3.032244920730591
166,0.9745762944221497,0.07388675212860107,0.5600000023841858,2.9750521183013916
167,0.989830493927002,0.04600955545902252,0.5533333420753479,3.1245203018188477
168,0.9864406585693359,0.053431808948516846,0.5533333420753479,3.2007336616516113
169,0.9830508232116699,0.05406680330634117,0.5400000214576721,3.129565477371216
170,0.988135576248169,0.05021020770072937,0.5400000214576721,3.2060816287994385
171,0.9830508232116699,0.06402640789747238,0.5533333420753479,3.1007463932037354
172,0.9847457408905029,0.053698260337114334,0.5600000023841858,3.1540660858154297
173,0.9745762944221497,0.07109527289867401,0.5333333611488342,3.611696720123291
174,0.991525411605835,0.04378201439976692,0.5533333420753479,3.3172409534454346
175,0.988135576248169,0.054289866238832474,0.5666666626930237,3.0690016746520996
176,0.989830493927002,0.038750484585762024,0.54666668176651,3.0466396808624268
177,0.9745762944221497,0.0819048061966896,0.54666668176651,3.0259318351745605
178,0.988135576248169,0.04251253604888916,0.5733333230018616,3.168009042739868
179,0.989830493927002,0.044466763734817505,0.5733333230018616,3.2602474689483643
180,0.9762712121009827,0.06961986422538757,0.5533333420753479,3.525280237197876
181,0.9830508232116699,0.05680369958281517,0.5400000214576721,3.698291540145874
182,0.9728813767433167,0.06878413259983063,0.5533333420753479,3.3754587173461914
183,0.9830508232116699,0.05088626965880394,0.54666668176651,3.2503225803375244
184,0.9796609878540039,0.09865759313106537,0.5133333206176758,3.8797152042388916
185,0.994915246963501,0.03949300944805145,0.5533333420753479,3.3021788597106934
186,0.9796609878540039,0.0758393183350563,0.5533333420753479,3.258992910385132
187,0.988135576248169,0.04986881837248802,0.54666668176651,3.393739938735962
